Date,AAPL,CVX,DIS,FB,IBM,INTC,JNJ,KO,MCD,MSFT,NKE,PG,UTX,VZ
2018-11-02,-0.04163141817688441,0.02828796900909378,0.0174282805146547,0.03368376718054528,-0.07589103837898482,0.030605880149359676,0.026725822883886204,0.044300298771465,0.019481342197224895,-0.007507499714074072,0.06069810525758541,0.021951655004234637,0.033514641427802624,0.019975744522137483
2018-10-26,-0.01381989581927215,-0.05757675465136764,-0.04921497231660519,-0.05799506200348049,-0.03395501327371406,0.03768979160020987,-0.015071669968247917,-0.008889026814139535,0.03433128179211146,-0.015768850591679578,-0.029261034943147416,0.006394147691808374,-0.04327609026150669,0.011049778155601033
2018-10-19,-0.01268651451118944,0.0031368153634398397,0.05435228940105039,0.002014345201648375,-0.08710819252580376,-0.01980265109553845,0.03796445930365018,0.03626375791931082,0.02215537199094939,-0.008339836806251893,-0.02264957662639365,0.1079409012521438,-0.007355630826511519,0.02154188008824508
2018-10-12,-0.009767070052478947,-0.06221673188399022,-0.019086714916079307,-0.023082622239432367,-0.0564520821138872,-0.04679338498731722,-0.038323999484492347,-0.026503334510543528,-0.01664737666343481,-0.023095276346077432,-0.053977068807016096,-0.03833987791302677,-0.0702212008351223,-0.01125000812083441
2018-10-05,-0.006444091410644304,0.024636786193516412,-0.018643761579889513,-0.044321898475819764,-0.014522023755811554,-0.005513206014518101,0.006708344991622318,-0.006733979169366307,-0.0043131077502522475,-0.01977994282984041,-0.05582617062335699,-0.013061025833807065,-0.005378863423041978,0.02861814380977169
2018-09-28,0.0364496897686876,0.009449160685735059,0.057550855960588884,0.009346804604757512,-0.0009254322693628315,0.01341161269255873,-0.03352035348601691,-0.008408009054919986,0.011966769921170196,0.0009622588154673258,-0.009749320308586747,-0.030644122803228688,-0.016105951593932497,-0.019108190331413834
2018-09-21,-0.0279972654639593,0.031447814622921635,0.010379765144982917,0.0037508751220450666,0.02015554211489927,0.02429618258367651,0.024012197817921688,0.012747285717909965,0.02735196402848832,0.007819741736323325,0.024374197391168688,0.026088954442936726,0.03058691140550957,-0.0023860335054786855
2018-09-14,0.011412233709639183,0.0239687207653105,-0.01552952299339202,-0.004425787655494856,0.019607169720267534,-0.019785400945408923,0.015678931558128086,0.014358140378209195,-0.01884638925009295,0.04658305513331283,0.03895717966207492,0.020541978415622324,0.04292574504490049,0.010133662179545762
2018-09-07,-0.0282022643628084,-0.0331275521544267,-0.009417491301644973,-0.07495317359896053,-0.007056507238997278,-0.041742981031707954,0.019338162189521203,0.025474939908696675,0.010241393424035855,-0.03736720883124802,-0.02338560597895483,-0.012616847377810715,0.002351050103746527,-0.0068284654399514725
2018-08-31,0.05170263405640234,-0.004632198024115255,0.000803718186751697,0.006164765588396531,0.0030083603840784655,0.016026994247512895,-0.0026691301128071764,-0.023504493597845857,0.02394700594962232,0.03561288087223218,-0.000576679050859348,-0.0049305778759708456,-0.012525657442065923,-0.007512625075541376
2018-08-24,-0.0065477162549341305,0.010219244020607128,-0.004901779279405845,0.004878705915401776,-0.00013696866223346314,0.011819499843211921,0.010946026060165055,-0.02103506068642749,-0.011044217977722919,0.007593329216422562,0.03329522557094728,-0.003951018690505296,-0.008065777997465134,-0.00018255213496423366
2018-08-17,0.04729070575697067,-0.036414713816989214,-0.0017764878094422888,-0.03649499226439026,0.010876419379493865,-0.03648137862699323,0.028054026734807454,0.011221427711106942,0.015445949569015809,-0.009272215799110948,-0.012213515816588392,0.027375818935702127,0.015344476224754029,0.04326606520603079
2018-08-10,0.0012868657285389623,-0.005740041400072514,-0.012435632793339747,0.01385339870754295,-0.011296297896635495,-0.009778105111342627,-0.009136010085664854,-0.01165054823729166,0.015688274763132146,0.008846370968232303,0.02495902483751326,-0.010991846656647479,-0.00591779987485612,0.0038190438280559
2018-08-03,0.08532133748615085,-0.015359047378055877,0.012968234295331102,0.016389622575976533,0.017415434749530105,0.04008347743298489,0.003036072055298468,0.008833447459216368,-0.008097077064100443,0.0033376608423672763,0.023775416085038244,0.021485087475653,-0.004768633044996968,0.004986625047989626
2018-07-27,-0.0024057969805191736,0.02981213153915473,0.010174111488344574,-0.18266458586553522,-0.008233360313866631,-0.08499940241164644,0.044296259183951345,0.020330732242770665,-0.003106732608402856,0.013180837814586987,-0.0009099279406582482,0.023861532107310155,0.03225477945497837,0.027089201539567842
2018-07-20,0.0005747764358773913,-0.01437242311302978,0.013364866933759906,0.01255825858712715,0.0030796641536228364,-0.005954156260132769,-0.0006354545012823126,0.011997406542649722,-0.003412552351971367,0.007935770333860118,-0.005442545072530965,0.001061956495578731,0.005774372532764428,-0.015485944221719826
2018-07-13,0.0177172783659135,-0.0008058835206108477,0.04861746346249652,0.019925207070162158,0.02371976061874658,0.01641133022857574,0.0014304019718210889,0.0022376980116681796,-0.005724568331203512,0.04134381049415079,0.011698985179264387,0.0,0.032249426156809834,0.010166271614221787
2018-07-06,0.015332139548411658,-0.018278802865647387,0.007719915879061702,0.044831999193979184,0.019704396259460747,0.032848178683399724,0.035699292636663535,0.0176275965402825,0.017272867088728133,0.025530721365057983,-0.04098926059541072,0.015886474750004306,0.002954982618498824,0.02298955876369592
2018-06-29,0.0010269999063275135,0.01057535917459511,-0.014492320507689898,-0.03747344447016793,-0.011246455025940526,-0.054607068593897974,-0.012286146285282833,0.014005497281163279,-0.04894512092337718,-0.018089114900385214,0.08168602241426288,0.008103488227430077,0.001280445079059502,0.010992357377752416
2018-06-22,-0.020976773668726884,0.008509327211663004,-0.0233292605222506,0.029630675579541698,-0.02867604609299213,-0.04851801419871606,0.0018740476372139275,-0.01991589778180695,-0.011540547265642772,0.002792502727624346,-0.0322932476444277,0.0006458773718792464,-0.01620496333943563,0.0347611979572183
2018-06-15,-0.015031562308701691,-0.019163822700245147,0.0457721031920111,0.03507308333500877,-0.005145316462966926,0.0010893550875027051,-0.011756719647812967,0.012727222908956793,-0.014610981531902014,-0.014869403242916735,0.012471870374139537,0.0025880916868933164,-0.0055005685320611425,-0.02303676597045424
