Date,AAPL,BA,CVX,DIS,IBM,INTC,JNJ,KO,MCD,MSFT,NKE,PG,^GSPC
2019-02-22,0.014852208173083423,0.014441682502428478,0.00033510095398317394,0.02335081558885332,0.008799833216708292,0.015938925699009027,0.0016118473057806684,0.0008837163535379153,0.017624496563713857,0.02935532947866231,-0.007288089196647077,0.017813553847442813,0.006131124177114942
2019-02-15,5.8645071996055234e-05,0.03174483193869176,0.02494350015974719,0.009638575375023193,0.03179771761200693,0.056134138425190404,0.02961754556908717,-0.08999097411806094,0.029433794775673313,0.023845152290303425,0.036011951891375994,0.007849614617351052,0.024700977636231948
2019-02-08,0.02737149769673083,0.049140895319932765,-0.006696335843419944,0.0018850056772048219,0.00867135161598422,0.008573482052099735,-0.013503603997200441,0.016293618952219754,-0.011210183656611089,0.027730305984018187,0.010374157658172522,0.0024592491131991256,0.0004986153800339721
2019-02-01,0.05404056442908611,0.06183196814172455,0.04448249467660203,0.0018886376488877524,0.0009699504240364838,0.035296465962305304,0.045505706905811114,0.027689954797172123,-0.04036919283845482,-0.04182557626367405,0.01110301294231432,0.04051428649266073,0.015553381304669319
2019-01-25,0.00597616485225177,-0.0014541680472762613,-0.010105997091641053,0.0004501418225309514,0.07878701165357223,-0.04469198924329161,-0.019002626635258504,-0.00505374838516531,0.007802058142109293,-0.0050260753979331505,0.0019868875527690576,0.023566111089477856,-0.0022303390324746237
2019-01-18,0.029312224174578405,0.03297264715285007,0.016130116735066195,-0.014395178868100829,0.01924388459591487,0.005299638766258982,0.007218599866335979,0.005687240124580057,0.0010961364549259111,0.04665702108203954,0.05637630537694756,0.0040570044367930855,0.028272388300819334
2019-01-11,0.026819091343040904,0.07597998943448182,0.015401441072556303,0.027357064281471857,0.03467977644060242,0.03557310615442731,0.014908250220288116,-0.004846706358352205,0.022682220542749494,0.008499076529852295,0.018448979994307967,-0.00781514932683615,0.025086167745253206
2019-01-04,-0.05236185808030541,0.03326067340193735,0.01977558902916556,0.02129994275524121,0.0372519843773508,0.010003305476418485,0.00439048139368808,0.0078083966662398675,0.015374489041284363,0.015223661970420119,0.017704442674211587,0.014264964738618297,0.01841538610010222
2018-12-28,0.03583914853656689,0.038108772493040226,0.04172362547717674,0.02912461851949004,0.018663725195876894,0.041713713813154155,-0.006422320182979523,-0.00780839666623992,0.00806389106896475,0.021750886543228022,0.013314217771005724,0.002305780878983081,0.028200479834375965
2018-12-21,-0.09336019218049706,-0.04557184881637781,-0.08829803532413065,-0.07377890727447178,-0.07766851909594698,-0.06517953113152043,-0.03761601760675245,-0.03653280065702056,-0.05115259743395876,-0.07641033265354956,-0.0022083652562461748,-0.06046291598276263,-0.07312227714484948
2018-12-14,-0.018026156135778244,-0.013926131250903629,-0.014477837413807676,0.0019626556393825844,0.004681504652461902,0.034434812443023245,-0.0893456948347414,0.005079763031249472,0.0018019718186564747,0.011477504348625963,-0.011105852514759516,0.044324774576572364,-0.012662098041787133
2018-12-07,-0.05816024849858538,-0.07029969194938232,-0.02943521382855301,-0.023136804171774345,-0.0404800732231051,-0.06428167349740506,-0.010057219279223926,-0.026335866689900643,-0.029883441380774735,-0.056294144930039584,-0.02398076673342678,-0.022037736629503483,-0.047137950507420104
2018-11-30,0.03585765892029989,0.1046046112554905,0.045935679254580926,0.029971025765088144,0.05866006617511922,0.057814813554521526,0.03865455293896516,0.03563926608649042,0.04167711245247647,0.07313033035633497,0.05249304758237311,0.03192960380308697,0.04733546457528688
2018-11-23,-0.11625350367304715,-0.07293400390102345,-0.04694407658014885,-0.03601391334576777,-0.036693643311922736,-0.04803274280558321,-0.026092755707165186,-0.023188826552469156,-0.030636793605726097,-0.04940442830400041,-0.04445780316245127,-0.024602001819663124,-0.038638907210388186
2018-11-16,-0.05498872075111617,-0.09475526017923902,0.005953172177402098,-0.015457821593771034,-0.0160748325915477,0.014854823848660851,0.00446231524798145,0.009814807106554586,0.00883463571811356,-0.007440007333437441,-0.021443656729726552,0.015142827922536312,-0.01621848825893311
2018-11-09,-0.011130500497501045,0.03649030733679329,0.04081848127568213,0.02418849898969902,0.0784795999416699,0.027278262207788118,0.032588099859418206,0.03440145806228465,0.05068778455638108,0.031616195861346306,-0.0028768954759526904,0.02853895535574075,0.021057905033601013
2018-11-02,-0.04163140124505001,-0.004239725378178426,0.028287932160290432,0.01742832680170071,-0.07589105545157028,0.03060587522153548,0.026725769271443524,0.04430027579746977,0.019481317679028828,-0.007507501263070933,0.060698046286604114,0.021951632974542244,0.02392277154589377
2018-10-26,-0.013819992334977355,0.008413347093120924,-0.057576714326770466,-0.04921501623477209,-0.033955006625948365,0.03768985252024765,-0.015071618838457024,-0.008889027638683497,0.034331266824961446,-0.015768853269107524,-0.02926104302506431,0.006394145907026817,-0.04021206721514163
2018-10-19,-0.01268651169995975,-0.010748722547702564,0.0031367727558379143,0.054352337650524184,-0.08710817612976945,-0.019802709880375285,0.03796447592203955,0.03626370434902309,0.022155388399799063,-0.008339841329167853,-0.02264951454929025,0.10794329269750043,0.00023492559529497125
2018-10-12,-0.009767054064464811,-0.07064468100021684,-0.06221666337987394,-0.01908672781828425,-0.05645211323924051,-0.04679335533435875,-0.038323989756667495,-0.02650333068655783,-0.01664734109031624,-0.0230953573065642,-0.0539770683623961,-0.038339719865691936,-0.0419118379569694
2018-10-05,-0.0064440791380122745,0.03842918793183345,0.02463674763099198,-0.018643770371952657,-0.014522074973094995,-0.005513191624710222,0.006708308649044725,-0.006733946961868461,-0.00431312550502385,-0.019779876745601117,-0.05582620304932044,-0.013061063213110676,-0.009797359800673956
2018-09-28,0.03644967222646589,-0.0008869468349707153,0.009449187543075195,0.057550854323392416,-0.0009254008012246766,0.01341157544071425,-0.03352037674746085,-0.008408021479013318,0.011966798603768754,0.0009622617136153673,-0.009749313807696513,-0.030644158381749567,-0.00536992460744799
2018-09-21,-0.027997184883548354,0.033963671070022246,0.031447853800270265,0.010379767401582474,0.020155629497168995,0.024296178964502434,0.024012174702299546,0.012747322953153617,0.027351916852529135,0.007819790071160486,0.024374198930056424,0.02608885046041538,0.008463263361597894
2018-09-14,0.011412178241349198,0.029674374707981843,0.023968661250503936,-0.015529530901576629,0.01960706787235772,-0.019785404394464082,0.01567892468407851,0.014358089154732655,-0.01884640500238506,0.04658299124983466,0.03895721170663802,0.020542039466170725,0.011529298027954622
2018-09-07,-0.028202255838033825,0.018755909571107354,-0.03312757481842947,-0.009417513260165898,-0.007056457653294041,-0.04174297207293723,0.019338230503547594,0.025474864388947603,0.010241377557404834,-0.03736724071609613,-0.023385605377696687,-0.012616899269062709,-0.010337543818186678
2018-08-31,0.051702679626654924,-0.01904222161599207,-0.004632146426248371,0.0008037755037795009,0.003008317432771885,0.016027051879450496,-0.0026692759589165864,-0.02350437102480012,0.02394709870558162,0.03561287208515683,-0.0005767112211363868,-0.004930601273931937,0.009289922679340017
2018-08-24,-0.006547759353043805,0.008565984418498719,0.010219189440107142,-0.004901845278260989,-0.0001370163285242997,0.011819501306459614,0.01094610414182608,-0.02103506240171474,-0.011044271873145923,0.007593353417775753,0.0332952038286367,-0.003950882606172849,0.008580255600156192
2018-08-17,0.04729070846854942,0.020385466211242074,-0.03641469888579233,-0.0017764648372536444,0.010876507436152906,-0.036481424296497936,0.028054080074714563,0.011221460706459735,0.015446044313611757,-0.009272226661353869,-0.012213535365384613,0.027375811513013354,0.005929504867527063
2018-08-10,0.0012868088954446275,-0.021328253664218314,-0.005740025397894413,-0.012435604184069995,-0.011296411618401319,-0.009778064622689854,-0.00913593149838879,-0.011650646348134694,0.01568817806411653,0.008846438228913293,0.024959019212874745,-0.010991926579072737,-0.002492257162097183
2018-08-03,0.08532141740330126,-0.034441821782452184,-0.015359064797205965,0.012968234722619362,0.017415580268220484,0.04008356305677022,0.0030360511528871705,0.008833442999592146,-0.008097072974835745,0.0033376741087191675,0.02377549368604885,0.02148514915922455,0.007608936732216704
2018-07-27,-0.002405819026979563,0.016071823214065178,0.029812108169700386,0.010174122900525781,-0.00823338454212751,-0.08499953634290408,0.04429621144607229,0.020330782879259032,-0.0031067948213383233,0.013180798886378943,-0.0009099334169424311,0.023861517638429385,0.006045578823067116
2018-07-20,0.0005747368516737265,0.0116482651828423,-0.014372423706722766,0.013364805967677224,0.0030796374773133985,-0.005954064887123711,-0.0006355114917182586,0.011997439990140583,-0.0034125048835146805,0.007935787545417865,-0.005442593048697741,0.0010619675216235322,0.00018561698932334234
2018-07-13,0.017717259778106727,0.04713238707614593,-0.0008057882025183252,0.04861748484873105,0.023719785874494134,0.016411198806707994,0.0014304208892546384,0.002237691602201198,-0.005724498552997269,0.04134380509432386,0.011699004583052655,0.0,0.014921701124265808
2018-07-06,0.015332166707082763,-0.002596394387948733,-0.018278849906168793,0.007719912055162181,0.01970433631810997,0.032848196875057314,0.03569932443449363,0.01762756595637249,0.017272843773187763,0.02553071714847474,-0.04098928138812417,0.01588641332197206,0.015133005838635935
2018-06-29,0.0010270810593175814,-0.010082805030087042,0.010575421724173044,-0.01449226489454794,-0.011246480157093815,-0.05460702250723268,-0.012286198509369729,0.014005492904004501,-0.04894517549071905,-0.0180891252095121,0.08168606953974511,0.008103459914037917,-0.013341363005702626
2018-06-22,-0.02097682522600032,-0.05446309213553911,0.008509216384513909,-0.023329344676551626,-0.02867589420674495,-0.048517997317219105,0.0018741373171055435,-0.019915910502722744,-0.011540500955214904,0.0027924341747146,-0.032293300473621896,0.0006461303903362646,-0.008954744388842618
2018-06-15,-0.015031584104906112,-0.031952995747754356,-0.01916373382641252,0.045772177021066396,-0.005145375337237008,0.0010893236283046348,-0.01175676422374005,0.012727195023726042,-0.0146109820551366,-0.014869303576423845,0.012471935064294708,0.002587906862059908,0.00022663001872078365
2018-06-08,0.007645146894975313,0.03519957537866491,0.02069671874033443,0.04544894963774859,0.02909017471378141,-0.03621200363800131,0.022828317916833023,0.01906577557413485,0.05945597373204274,0.008299530078789316,0.028987557403686665,0.049535372717858496,0.016109427052745
2018-06-01,0.008764170745078159,-0.009402896083800601,0.013493922626281808,-0.02818199948887862,-0.011835288138862875,0.029152546586290757,-0.0017303286268361504,0.016838432881851773,-0.018795576387438,0.024404945500312754,0.009823411688230472,-0.011640603951237193,0.004871769283305414
2018-05-25,0.012110330113793501,0.024912757343748183,-0.04535870485394704,-0.01678591910848067,-0.0030585923821429923,0.03561964026975687,-0.015158610412533984,0.005202297399788549,0.013757650562444334,0.020543040853318217,0.012955547966274837,0.011640603951237241,0.003076794994686856
2018-05-18,-0.01216335662897244,0.02528641169754846,-0.006684764049310974,0.018058717464177802,-0.0004163474298123816,-0.021633408907186638,-0.023859904562782256,0.0009487160402119285,-0.02702614229610209,-0.009485365164876056,0.04136539377179807,0.0010897138204811567,-0.005422119728918449
